ALERT_ID,ALERT_TYPE,IS_FRAUD,TX_ID,SENDER_ACCOUNT_ID,RECEIVER_ACCOUNT_ID,TX_TYPE,TX_AMOUNT,TIMESTAMP
42,fan_in,True,319926,9604,5956,TRANSFER,3.99,49
259,cycle,True,320222,9544,4169,TRANSFER,13.22,49
318,cycle,True,320538,9249,9176,TRANSFER,16.09,49
304,cycle,True,320701,8655,9992,TRANSFER,15.02,49
196,fan_in,True,321000,1153,9829,TRANSFER,4.54,49
218,cycle,True,321156,7972,9876,TRANSFER,14.13,49
355,cycle,True,321383,8618,6354,TRANSFER,19.14,49
273,cycle,True,322530,7859,3364,TRANSFER,11.52,49
318,cycle,True,322917,1413,9249,TRANSFER,16.09,49
111,fan_in,True,323649,9106,7517,TRANSFER,2.66,49
379,cycle,True,324057,368,1001,TRANSFER,19.6,49
389,cycle,True,325914,5946,9620,TRANSFER,14.22,49
97,fan_in,True,326314,6375,9006,TRANSFER,4.44,49
398,cycle,True,326384,9835,5877,TRANSFER,12.15,50
291,cycle,True,326686,1614,5681,TRANSFER,14.0,50
296,cycle,True,327264,8700,9763,TRANSFER,16.51,50
132,fan_in,True,327270,4491,9298,TRANSFER,4.15,50
248,cycle,True,328380,9412,5733,TRANSFER,12.25,50
259,cycle,True,329637,9951,9544,TRANSFER,13.22,50
304,cycle,True,330164,8524,8655,TRANSFER,15.02,50
259,cycle,True,330739,4169,4951,TRANSFER,13.22,50
355,cycle,True,330862,9902,7720,TRANSFER,19.14,50
235,cycle,True,330973,9990,9438,TRANSFER,18.29,50
248,cycle,True,331573,5733,4342,TRANSFER,12.25,50
91,fan_in,True,331910,6694,3711,TRANSFER,3.5,50
336,cycle,True,332525,9639,8298,TRANSFER,16.29,50
104,fan_in,True,333093,5034,9793,TRANSFER,3.61,50
245,cycle,True,333791,1820,5133,TRANSFER,10.69,51
42,fan_in,True,333994,9837,5956,TRANSFER,3.53,51
259,cycle,True,334940,4951,7909,TRANSFER,13.22,51
355,cycle,True,336306,7720,8937,TRANSFER,19.14,51
111,fan_in,True,336497,9899,7517,TRANSFER,2.67,51
389,cycle,True,337762,8774,9926,TRANSFER,14.22,51
245,cycle,True,337936,7333,9993,TRANSFER,10.69,51
389,cycle,True,339424,951,5946,TRANSFER,14.22,51
132,fan_in,True,341435,5973,9298,TRANSFER,4.17,52
216,cycle,True,342306,8394,9588,TRANSFER,16.7,52
216,cycle,True,344344,9588,258,TRANSFER,16.7,52
104,fan_in,True,345744,8859,9793,TRANSFER,3.61,52
213,cycle,True,345943,9697,4588,TRANSFER,11.02,52
379,cycle,True,346185,9202,9886,TRANSFER,19.6,52
213,cycle,True,346848,4588,9220,TRANSFER,11.02,52
340,cycle,True,348260,6735,6976,TRANSFER,16.04,53
327,cycle,True,349097,9817,8115,TRANSFER,15.43,53
245,cycle,True,349345,9993,3554,TRANSFER,10.69,53
259,cycle,True,352174,7909,9951,TRANSFER,13.22,53
111,fan_in,True,353847,9885,7517,TRANSFER,2.66,53
327,cycle,True,355396,7768,9817,TRANSFER,15.43,54
340,cycle,True,356659,6976,8017,TRANSFER,16.04,54
104,fan_in,True,356706,5836,9793,TRANSFER,3.61,54
132,fan_in,True,357606,9601,9298,TRANSFER,4.16,54
52,fan_in,True,358991,8523,9849,TRANSFER,3.02,54
379,cycle,True,359731,9886,2383,TRANSFER,19.6,54
379,cycle,True,360582,2383,368,TRANSFER,19.6,55
340,cycle,True,360989,3674,2121,TRANSFER,16.04,55
327,cycle,True,362888,3749,9711,TRANSFER,15.43,55
315,cycle,True,363530,6414,4039,TRANSFER,19.47,55
327,cycle,True,365145,8115,3749,TRANSFER,15.43,55
398,cycle,True,366083,1609,9835,TRANSFER,12.15,55
327,cycle,True,366608,9711,7768,TRANSFER,15.43,56
315,cycle,True,366672,4039,9648,TRANSFER,19.47,56
52,fan_in,True,369530,8579,9849,TRANSFER,4.16,56
40,fan_in,True,371508,6482,5840,TRANSFER,2.69,56
225,cycle,True,372323,5323,9990,TRANSFER,16.36,56
213,cycle,True,372639,9623,9812,TRANSFER,11.02,56
398,cycle,True,372873,4144,1609,TRANSFER,12.15,56
379,cycle,True,373870,1001,9202,TRANSFER,19.6,57
122,fan_in,True,373995,9288,4769,TRANSFER,3.43,57
58,fan_in,True,375075,4237,5933,TRANSFER,4.03,57
357,cycle,True,378406,2172,7790,TRANSFER,17.54,57
357,cycle,True,378429,9654,5575,TRANSFER,17.54,57
30,fan_in,True,379869,3545,9983,TRANSFER,4.21,57
52,fan_in,True,380152,9070,9849,TRANSFER,3.04,58
343,cycle,True,380584,3014,7226,TRANSFER,14.96,58
398,cycle,True,381480,5877,8199,TRANSFER,12.15,58
233,cycle,True,382737,9996,6344,TRANSFER,18.56,58
40,fan_in,True,384814,8004,5840,TRANSFER,3.36,58
352,cycle,True,385234,5155,1620,TRANSFER,10.92,58
225,cycle,True,385567,6091,5323,TRANSFER,16.36,58
382,cycle,True,387287,6284,9573,TRANSFER,15.32,59
122,fan_in,True,388083,6602,4769,TRANSFER,3.36,59
58,fan_in,True,388857,7223,5933,TRANSFER,4.0,59
121,fan_in,True,388980,9888,9975,TRANSFER,4.17,59
30,fan_in,True,388981,9879,9983,TRANSFER,4.24,59
213,cycle,True,389455,9220,9623,TRANSFER,11.02,59
315,cycle,True,389620,9648,3954,TRANSFER,19.47,59
233,cycle,True,391256,5361,7908,TRANSFER,18.56,59
357,cycle,True,392066,7790,9654,TRANSFER,17.54,59
382,cycle,True,394528,5423,8964,TRANSFER,15.32,60
340,cycle,True,394535,8017,3674,TRANSFER,16.04,60
359,cycle,True,394919,3004,9725,TRANSFER,10.1,60
352,cycle,True,395160,1367,5127,TRANSFER,10.92,60
233,cycle,True,395651,9518,9996,TRANSFER,18.56,60
359,cycle,True,397040,2818,3004,TRANSFER,10.1,60
40,fan_in,True,397813,4494,5840,TRANSFER,4.57,60
315,cycle,True,398126,3954,9843,TRANSFER,19.47,60
52,fan_in,True,398343,8159,9849,TRANSFER,3.57,60
382,cycle,True,400063,5315,6284,TRANSFER,15.32,61
213,cycle,True,400109,9812,9697,TRANSFER,11.02,61
340,cycle,True,400189,2121,6735,TRANSFER,16.04,61
30,fan_in,True,401056,9934,9983,TRANSFER,4.21,61
122,fan_in,True,402087,7556,4769,TRANSFER,3.35,61
226,cycle,True,402106,7562,2398,TRANSFER,17.36,61
121,fan_in,True,403562,6562,9975,TRANSFER,4.14,61
343,cycle,True,404101,2198,3014,TRANSFER,14.96,61
226,cycle,True,404111,2398,8215,TRANSFER,17.36,61
58,fan_in,True,404327,86,5933,TRANSFER,4.18,61
357,cycle,True,407203,5575,9920,TRANSFER,17.54,62
393,cycle,True,410415,8957,1784,TRANSFER,13.15,62
225,cycle,True,410967,9871,7696,TRANSFER,16.36,62
225,cycle,True,410989,7696,6091,TRANSFER,16.36,62
238,cycle,True,411475,2927,4162,TRANSFER,17.2,62
357,cycle,True,411639,9920,2172,TRANSFER,17.54,62
141,fan_in,True,411970,7704,1681,TRANSFER,2.6,62
40,fan_in,True,412296,2487,5840,TRANSFER,3.16,62
30,fan_in,True,414048,2270,9983,TRANSFER,4.35,63
352,cycle,True,414681,1620,1367,TRANSFER,10.92,63
238,cycle,True,415952,4103,9940,TRANSFER,17.2,63
396,cycle,True,416202,6682,6223,TRANSFER,10.3,63
122,fan_in,True,416228,8816,4769,TRANSFER,3.3,63
393,cycle,True,416739,4843,588,TRANSFER,13.15,63
286,cycle,True,416786,2709,4526,TRANSFER,13.42,63
121,fan_in,True,417277,9711,9975,TRANSFER,4.14,63
10,fan_in,True,417317,9589,9269,TRANSFER,4.4,63
376,cycle,True,418740,9940,4740,TRANSFER,13.56,63
58,fan_in,True,418768,9967,5933,TRANSFER,3.98,63
376,cycle,True,419368,3463,9940,TRANSFER,13.56,63
178,fan_in,True,419512,9768,1854,TRANSFER,3.6,63
286,cycle,True,420694,7244,2709,TRANSFER,13.42,64
315,cycle,True,421158,9843,6414,TRANSFER,19.47,64
233,cycle,True,422599,6344,5361,TRANSFER,18.56,64
343,cycle,True,422672,7226,9812,TRANSFER,14.96,64
393,cycle,True,422766,1784,8282,TRANSFER,13.15,64
362,cycle,True,422997,7579,8252,TRANSFER,15.6,64
226,cycle,True,423251,8215,5024,TRANSFER,17.36,64
226,cycle,True,423550,7097,7562,TRANSFER,17.36,64
382,cycle,True,424889,9573,5423,TRANSFER,15.32,64
141,fan_in,True,426246,8911,1681,TRANSFER,3.39,64
178,fan_in,True,427399,9160,1854,TRANSFER,4.04,65
121,fan_in,True,428140,8165,9975,TRANSFER,4.17,65
343,cycle,True,429129,9812,7234,TRANSFER,14.96,65
10,fan_in,True,430748,4651,9269,TRANSFER,4.62,65
396,cycle,True,431666,6223,7392,TRANSFER,10.3,65
226,cycle,True,434176,5024,7097,TRANSFER,17.36,66
131,fan_in,True,434221,8912,8857,TRANSFER,4.02,66
51,fan_in,True,434880,3360,3033,TRANSFER,4.09,66
396,cycle,True,435666,8970,6682,TRANSFER,10.3,66
382,cycle,True,436440,8964,5315,TRANSFER,15.32,66
359,cycle,True,436931,9725,3503,TRANSFER,10.1,66
393,cycle,True,437638,8282,4843,TRANSFER,13.15,66
141,fan_in,True,437883,8215,1681,TRANSFER,3.25,66
233,cycle,True,438498,7908,9518,TRANSFER,18.56,66
225,cycle,True,438647,9990,9871,TRANSFER,16.36,66
343,cycle,True,438933,7234,2198,TRANSFER,14.96,66
352,cycle,True,440226,6656,5155,TRANSFER,10.92,67
10,fan_in,True,441309,2965,9269,TRANSFER,4.34,67
352,cycle,True,442727,5127,6656,TRANSFER,10.92,67
286,cycle,True,442932,4526,4103,TRANSFER,13.42,67
362,cycle,True,443638,7130,7579,TRANSFER,15.6,67
359,cycle,True,443947,3503,4720,TRANSFER,10.1,67
396,cycle,True,444287,7392,5393,TRANSFER,10.3,67
178,fan_in,True,444471,7124,1854,TRANSFER,4.0,67
246,cycle,True,444517,5685,5924,TRANSFER,12.64,67
238,cycle,True,445254,9940,6343,TRANSFER,17.2,67
12,fan_in,True,445394,8240,6119,TRANSFER,3.6,67
362,cycle,True,446225,2188,7130,TRANSFER,15.6,68
142,fan_in,True,446457,8004,6112,TRANSFER,4.86,68
287,cycle,True,446725,4819,1163,TRANSFER,12.39,68
238,cycle,True,446737,6343,2927,TRANSFER,17.2,68
147,fan_in,True,447156,9738,9761,TRANSFER,4.12,68
131,fan_in,True,448312,8602,8857,TRANSFER,3.24,68
48,fan_in,True,448340,5824,9876,TRANSFER,4.21,68
393,cycle,True,449321,588,8957,TRANSFER,13.15,68
141,fan_in,True,450773,7615,1681,TRANSFER,3.03,68
238,cycle,True,451211,4162,4103,TRANSFER,17.2,68
51,fan_in,True,451703,639,3033,TRANSFER,4.12,68
78,fan_in,True,452645,2848,8526,TRANSFER,3.13,69
359,cycle,True,454538,4720,2818,TRANSFER,10.1,69
178,fan_in,True,455070,9757,1854,TRANSFER,4.05,69
362,cycle,True,456260,9576,2188,TRANSFER,15.6,69
12,fan_in,True,457794,6256,6119,TRANSFER,3.23,69
396,cycle,True,457871,5393,8970,TRANSFER,10.3,69
10,fan_in,True,457915,5734,9269,TRANSFER,4.4,69
287,cycle,True,457972,9742,6935,TRANSFER,12.39,69
103,fan_in,True,458783,7264,9321,TRANSFER,3.7,69
286,cycle,True,458802,4103,7537,TRANSFER,13.42,69
131,fan_in,True,459794,9963,8857,TRANSFER,3.82,70
246,cycle,True,460277,8352,900,TRANSFER,12.64,70
362,cycle,True,460648,8252,9576,TRANSFER,15.6,70
147,fan_in,True,461772,9043,9761,TRANSFER,3.49,70
51,fan_in,True,461864,9631,3033,TRANSFER,4.14,70
142,fan_in,True,462624,3741,6112,TRANSFER,3.69,70
246,cycle,True,464871,900,5685,TRANSFER,12.64,70
48,fan_in,True,465539,7449,9876,TRANSFER,3.03,70
109,fan_in,True,466590,8992,9972,TRANSFER,2.74,71
103,fan_in,True,468307,9635,9321,TRANSFER,3.35,71
78,fan_in,True,468649,928,8526,TRANSFER,2.85,71
376,cycle,True,470008,3092,9670,TRANSFER,13.56,71
278,cycle,True,470120,8634,8786,TRANSFER,14.17,71
376,cycle,True,471301,9670,3463,TRANSFER,13.56,71
12,fan_in,True,471605,4988,6119,TRANSFER,3.66,71
286,cycle,True,471682,7537,7244,TRANSFER,13.42,71
278,cycle,True,471732,7462,8511,TRANSFER,14.17,71
376,cycle,True,472104,4740,3092,TRANSFER,13.56,71
305,cycle,True,472880,6110,6047,TRANSFER,10.06,72
142,fan_in,True,473160,390,6112,TRANSFER,4.36,72
96,fan_in,True,473597,992,8380,TRANSFER,3.48,72
287,cycle,True,474747,6935,4819,TRANSFER,12.39,72
48,fan_in,True,474764,9181,9876,TRANSFER,3.04,72
147,fan_in,True,475107,3666,9761,TRANSFER,3.71,72
51,fan_in,True,475697,7703,3033,TRANSFER,4.15,72
305,cycle,True,475705,9549,6110,TRANSFER,10.06,72
131,fan_in,True,476662,7493,8857,TRANSFER,4.09,72
109,fan_in,True,481163,7564,9972,TRANSFER,2.69,73
12,fan_in,True,481495,845,6119,TRANSFER,4.52,73
149,fan_in,True,481909,9979,9985,TRANSFER,2.93,73
55,fan_in,True,483457,4643,9710,TRANSFER,3.19,73
246,cycle,True,483908,1592,8352,TRANSFER,12.64,73
103,fan_in,True,484111,3693,9321,TRANSFER,3.91,73
78,fan_in,True,485457,8366,8526,TRANSFER,3.22,73
154,fan_in,True,486543,9999,8767,TRANSFER,4.28,74
278,cycle,True,487213,8511,8634,TRANSFER,14.17,74
142,fan_in,True,488037,4079,6112,TRANSFER,3.6,74
83,fan_in,True,488318,9496,7633,TRANSFER,3.36,74
147,fan_in,True,489737,6751,9761,TRANSFER,2.95,74
48,fan_in,True,490478,609,9876,TRANSFER,4.31,74
96,fan_in,True,490641,2795,8380,TRANSFER,3.47,74
310,cycle,True,491377,9185,8250,TRANSFER,11.4,74
310,cycle,True,491624,8250,5020,TRANSFER,11.4,74
310,cycle,True,492116,5020,8569,TRANSFER,11.4,74
29,fan_in,True,492426,9986,9485,TRANSFER,3.4,74
103,fan_in,True,493595,4302,9321,TRANSFER,3.39,75
246,cycle,True,494052,5924,1592,TRANSFER,12.64,75
278,cycle,True,494237,8786,4178,TRANSFER,14.17,75
109,fan_in,True,494546,7706,9972,TRANSFER,2.74,75
149,fan_in,True,495244,316,9985,TRANSFER,2.92,75
55,fan_in,True,496253,9858,9710,TRANSFER,3.19,75
78,fan_in,True,497639,4797,8526,TRANSFER,3.06,75
305,cycle,True,498579,7804,9549,TRANSFER,10.06,75
310,cycle,True,500139,8569,496,TRANSFER,11.4,76
83,fan_in,True,501006,9799,7633,TRANSFER,3.36,76
154,fan_in,True,501093,771,8767,TRANSFER,4.34,76
29,fan_in,True,504071,9700,9485,TRANSFER,4.7,76
96,fan_in,True,505382,9701,8380,TRANSFER,3.46,76
269,cycle,True,506012,5129,9650,TRANSFER,14.44,77
55,fan_in,True,506762,9907,9710,TRANSFER,3.19,77
117,fan_in,True,506802,7290,3079,TRANSFER,3.81,77
149,fan_in,True,506815,9230,9985,TRANSFER,4.61,77
287,cycle,True,508852,9341,9742,TRANSFER,12.39,77
278,cycle,True,509209,4178,7462,TRANSFER,14.17,77
287,cycle,True,510080,1163,9341,TRANSFER,12.39,77
109,fan_in,True,511538,8187,9972,TRANSFER,2.83,77
96,fan_in,True,512229,8030,8380,TRANSFER,3.54,78
83,fan_in,True,513075,8230,7633,TRANSFER,3.32,78
269,cycle,True,513148,9619,9567,TRANSFER,14.44,78
305,cycle,True,513406,5130,7804,TRANSFER,10.06,78
29,fan_in,True,513604,6990,9485,TRANSFER,3.48,78
305,cycle,True,513654,6047,5130,TRANSFER,10.06,78
154,fan_in,True,513945,9361,8767,TRANSFER,4.03,78
277,cycle,True,515589,2532,5272,TRANSFER,15.81,78
277,cycle,True,516343,7756,2532,TRANSFER,15.81,78
310,cycle,True,516404,496,9185,TRANSFER,11.4,78
269,cycle,True,516494,9555,9619,TRANSFER,14.44,78
112,fan_in,True,516517,7248,4474,TRANSFER,2.98,78
89,fan_in,True,520058,5537,9432,TRANSFER,3.47,79
227,cycle,True,520066,1629,3849,TRANSFER,14.09,79
269,cycle,True,520095,9567,5129,TRANSFER,14.44,79
117,fan_in,True,521942,9140,3079,TRANSFER,4.59,79
55,fan_in,True,522466,9362,9710,TRANSFER,3.19,79
149,fan_in,True,522814,6689,9985,TRANSFER,4.24,79
29,fan_in,True,525326,9997,9485,TRANSFER,4.29,80
112,fan_in,True,526105,7363,4474,TRANSFER,3.51,80
83,fan_in,True,527939,4241,7633,TRANSFER,3.33,80
22,fan_in,True,529210,9617,2491,TRANSFER,3.3,80
154,fan_in,True,530759,8999,8767,TRANSFER,4.01,80
275,cycle,True,530905,5911,7001,TRANSFER,16.62,80
81,fan_in,True,531302,2920,7972,TRANSFER,3.08,80
57,fan_in,True,533539,3098,9631,TRANSFER,3.81,81
345,cycle,True,533838,9759,9948,TRANSFER,19.22,81
129,fan_in,True,535857,7312,7490,TRANSFER,3.66,81
117,fan_in,True,535895,4285,3079,TRANSFER,4.36,81
277,cycle,True,536855,5272,9969,TRANSFER,15.81,81
89,fan_in,True,537309,2516,9432,TRANSFER,3.35,81
152,fan_in,True,538767,3456,9984,TRANSFER,3.32,81
319,cycle,True,539598,3064,6292,TRANSFER,19.02,82
112,fan_in,True,541076,5548,4474,TRANSFER,3.24,82
181,fan_in,True,543109,8616,7099,TRANSFER,3.35,82
81,fan_in,True,543124,9617,7972,TRANSFER,2.75,82
22,fan_in,True,544181,4257,2491,TRANSFER,3.3,82
227,cycle,True,545505,2628,1629,TRANSFER,14.09,82
277,cycle,True,547354,9969,992,TRANSFER,15.81,83
129,fan_in,True,548227,4643,7490,TRANSFER,3.21,83
347,cycle,True,548646,9514,1219,TRANSFER,12.84,83
146,fan_in,True,548688,9952,2913,TRANSFER,4.05,83
89,fan_in,True,549217,7973,9432,TRANSFER,4.51,83
117,fan_in,True,549392,7598,3079,TRANSFER,3.53,83
57,fan_in,True,549752,6803,9631,TRANSFER,3.97,83
275,cycle,True,549789,1391,8257,TRANSFER,16.62,83
319,cycle,True,549806,7396,8742,TRANSFER,19.02,83
319,cycle,True,550991,1703,3064,TRANSFER,19.02,83
269,cycle,True,552304,9650,9555,TRANSFER,14.44,83
152,fan_in,True,552335,987,9984,TRANSFER,3.52,83
84,fan_in,True,552402,49,2910,TRANSFER,4.21,84
331,cycle,True,553743,7957,5266,TRANSFER,14.78,84
345,cycle,True,554456,8298,9759,TRANSFER,19.22,84
271,cycle,True,554747,9971,5782,TRANSFER,10.73,84
22,fan_in,True,555916,8412,2491,TRANSFER,3.3,84
7,fan_in,True,556196,9467,2997,TRANSFER,4.75,84
81,fan_in,True,556458,4229,7972,TRANSFER,2.91,84
112,fan_in,True,556801,5162,4474,TRANSFER,3.84,84
181,fan_in,True,557493,9302,7099,TRANSFER,4.05,84
146,fan_in,True,559786,4811,2913,TRANSFER,4.05,85
89,fan_in,True,559875,4766,9432,TRANSFER,4.22,85
110,fan_in,True,560076,6561,7029,TRANSFER,2.89,85
392,cycle,True,560539,2926,7223,TRANSFER,15.36,85
324,cycle,True,560801,2735,8782,TRANSFER,11.3,85
227,cycle,True,561543,2627,2628,TRANSFER,14.09,85
57,fan_in,True,562814,9930,9631,TRANSFER,3.66,85
152,fan_in,True,563365,9838,9984,TRANSFER,3.53,85
271,cycle,True,563727,4534,8502,TRANSFER,10.73,85
227,cycle,True,563932,3849,9906,TRANSFER,14.09,85
129,fan_in,True,564682,6730,7490,TRANSFER,3.44,85
345,cycle,True,565206,9948,8357,TRANSFER,19.22,86
227,cycle,True,565835,9906,2627,TRANSFER,14.09,86
392,cycle,True,565897,7223,7441,TRANSFER,15.36,86
347,cycle,True,566028,1219,8346,TRANSFER,12.84,86
81,fan_in,True,566222,7649,7972,TRANSFER,2.8,86
181,fan_in,True,566365,5662,7099,TRANSFER,3.55,86
22,fan_in,True,566525,9265,2491,TRANSFER,3.3,86
324,cycle,True,567020,858,2735,TRANSFER,11.3,86
7,fan_in,True,567520,5919,2997,TRANSFER,4.75,86
84,fan_in,True,570614,9162,2910,TRANSFER,4.24,86
277,cycle,True,571245,992,7756,TRANSFER,15.81,86
392,cycle,True,571923,7441,4490,TRANSFER,15.36,87
331,cycle,True,571934,5266,8585,TRANSFER,14.78,87
331,cycle,True,572640,8585,9745,TRANSFER,14.78,87
275,cycle,True,573093,6762,1391,TRANSFER,16.62,87
324,cycle,True,573537,977,858,TRANSFER,11.3,87
146,fan_in,True,573685,4716,2913,TRANSFER,4.05,87
70,fan_in,True,574229,8808,8163,TRANSFER,3.55,87
129,fan_in,True,574410,1259,7490,TRANSFER,3.61,87
110,fan_in,True,575462,8290,7029,TRANSFER,2.89,87
152,fan_in,True,577166,153,9984,TRANSFER,3.06,87
57,fan_in,True,577742,3054,9631,TRANSFER,4.27,87
349,cycle,True,577992,5468,5848,TRANSFER,17.32,87
392,cycle,True,578038,9469,2926,TRANSFER,15.36,87
308,cycle,True,578384,8642,4651,TRANSFER,12.56,88
274,cycle,True,578789,9840,4155,TRANSFER,11.52,88
349,cycle,True,578793,5848,6649,TRANSFER,17.32,88
347,cycle,True,579200,5367,7993,TRANSFER,12.84,88
7,fan_in,True,581429,9854,2997,TRANSFER,4.75,88
181,fan_in,True,582763,8527,7099,TRANSFER,3.01,88
347,cycle,True,583163,8346,5367,TRANSFER,12.84,88
194,fan_in,True,583166,1168,6626,TRANSFER,3.49,88
275,cycle,True,584261,8257,5911,TRANSFER,16.62,88
84,fan_in,True,584334,9941,2910,TRANSFER,4.19,88
146,fan_in,True,584787,9579,2913,TRANSFER,4.05,89
345,cycle,True,585176,6983,8298,TRANSFER,19.22,89
319,cycle,True,585318,8742,1703,TRANSFER,19.02,89
110,fan_in,True,585441,9602,7029,TRANSFER,2.89,89
275,cycle,True,585737,7001,6762,TRANSFER,16.62,89
70,fan_in,True,585852,9835,8163,TRANSFER,3.6,89
319,cycle,True,586055,6292,7396,TRANSFER,19.02,89
345,cycle,True,586353,8357,6983,TRANSFER,19.22,89
392,cycle,True,589422,4490,9469,TRANSFER,15.36,89
331,cycle,True,589893,9745,5066,TRANSFER,14.78,89
274,cycle,True,589897,4155,7628,TRANSFER,11.52,89
17,fan_in,True,590714,9881,6794,TRANSFER,4.73,89
349,cycle,True,590884,3926,5468,TRANSFER,17.32,89
274,cycle,True,591681,7891,9063,TRANSFER,11.52,90
46,fan_in,True,592501,8200,9645,TRANSFER,3.88,90
347,cycle,True,592535,7993,9514,TRANSFER,12.84,90
331,cycle,True,592919,5066,7957,TRANSFER,14.78,90
200,cycle,True,593438,9721,9057,TRANSFER,17.17,90
194,fan_in,True,594991,8425,6626,TRANSFER,3.57,90
7,fan_in,True,595938,2751,2997,TRANSFER,4.75,90
84,fan_in,True,596156,9063,2910,TRANSFER,4.18,90
274,cycle,True,596157,9063,9840,TRANSFER,11.52,90
85,fan_in,True,597830,8207,4621,TRANSFER,4.35,90
308,cycle,True,598513,2090,9990,TRANSFER,12.56,91
17,fan_in,True,599158,9803,6794,TRANSFER,4.61,91
349,cycle,True,599370,6649,9940,TRANSFER,17.32,91
270,cycle,True,600579,7439,5833,TRANSFER,19.47,91
200,cycle,True,600800,1670,9721,TRANSFER,17.17,91
324,cycle,True,601192,8782,4471,TRANSFER,11.3,91
110,fan_in,True,601251,9722,7029,TRANSFER,2.89,91
349,cycle,True,601392,9940,3926,TRANSFER,17.32,91
11,fan_in,True,601568,4256,2223,TRANSFER,3.03,91
324,cycle,True,601774,4471,977,TRANSFER,11.3,91
70,fan_in,True,602083,2018,8163,TRANSFER,3.6,91
270,cycle,True,602436,4102,7439,TRANSFER,19.47,91
274,cycle,True,602805,7628,7891,TRANSFER,11.52,91
270,cycle,True,602920,4590,806,TRANSFER,19.47,91
165,fan_in,True,603732,8808,6910,TRANSFER,4.32,91
31,fan_in,True,603966,8787,1130,TRANSFER,2.95,91
85,fan_in,True,604823,9967,4621,TRANSFER,4.35,92
328,cycle,True,605789,9654,9754,TRANSFER,11.25,92
34,fan_in,True,606023,6673,9698,TRANSFER,4.73,92
46,fan_in,True,608723,5304,9645,TRANSFER,3.62,92
194,fan_in,True,610037,8128,6626,TRANSFER,3.19,92
200,cycle,True,610222,9057,9118,TRANSFER,17.17,92
56,fan_in,True,611461,9956,9751,TRANSFER,2.92,93
31,fan_in,True,612567,2451,1130,TRANSFER,2.95,93
70,fan_in,True,613083,8894,8163,TRANSFER,3.52,93
271,cycle,True,613555,7865,9971,TRANSFER,10.73,93
165,fan_in,True,613727,2626,6910,TRANSFER,4.26,93
11,fan_in,True,614312,9922,2223,TRANSFER,3.16,93
328,cycle,True,616591,9590,1300,TRANSFER,11.25,93
308,cycle,True,616623,9986,2090,TRANSFER,12.56,93
271,cycle,True,616742,5782,4534,TRANSFER,10.73,93
271,cycle,True,616911,8502,7865,TRANSFER,10.73,93
17,fan_in,True,617789,8316,6794,TRANSFER,4.74,93
46,fan_in,True,618114,7474,9645,TRANSFER,3.79,94
34,fan_in,True,619106,9876,9698,TRANSFER,4.82,94
85,fan_in,True,621099,8221,4621,TRANSFER,4.35,94
270,cycle,True,621857,806,4102,TRANSFER,19.47,94
270,cycle,True,621905,5833,4590,TRANSFER,19.47,94
194,fan_in,True,622716,1894,6626,TRANSFER,4.63,94
99,fan_in,True,623141,2272,2785,TRANSFER,4.18,94
11,fan_in,True,626629,8916,2223,TRANSFER,2.97,95
56,fan_in,True,627519,9119,9751,TRANSFER,2.92,95
31,fan_in,True,628802,9387,1130,TRANSFER,2.95,95
17,fan_in,True,628882,3983,6794,TRANSFER,4.4,95
165,fan_in,True,630100,6092,6910,TRANSFER,4.3,95
85,fan_in,True,631068,6575,4621,TRANSFER,4.35,96
34,fan_in,True,631185,5669,9698,TRANSFER,4.74,96
200,cycle,True,631293,9118,9989,TRANSFER,17.17,96
308,cycle,True,633783,9990,8642,TRANSFER,12.56,96
46,fan_in,True,635785,9983,9645,TRANSFER,3.78,96
99,fan_in,True,636553,9994,2785,TRANSFER,4.04,96
56,fan_in,True,637891,4732,9751,TRANSFER,2.92,97
31,fan_in,True,639761,9334,1130,TRANSFER,2.95,97
328,cycle,True,639945,1300,9970,TRANSFER,11.25,97
308,cycle,True,640162,4651,9986,TRANSFER,12.56,97
200,cycle,True,640796,9989,1670,TRANSFER,17.17,97
